contract_id,content_id,studio,royalty_rate,rate_per_play,territory,start_date,end_date,tier_threshold,tier_rate,min_guarantee
C0976,Song_676,Netflix Originals,12.4,0.0444,"IN,BR",2023-07-25,2024-03-07,100000,0.0356,200.0
C0977,Song_677,Universal,13.4,0.0367,"IN,JP,DE",2023-09-28,2025-02-13,100000,0.0211,200.0
C0978,Song_678,Sony Music,8.6,0.0208,US,2023-05-11,2024-02-06,100000,0.0168,200.0
C0979,Song_679,Sony Music,12.1,0.0309,"US,CA",2024-01-01,2024-08-27,100000,0.0178,500.0
C0980,Song_680,MGM,10.4,0.0242,"JP,DE",2023-03-03,2023-10-22,250000,0.0182,750.0
C0981,Song_681,Indie Label,8.7,0.0142,"JP,DE",2023-02-28,2024-05-28,50000,0.0096,500.0
C0982,Song_682,Universal,10.5,0.0288,"US,CA,UK",2023-04-30,2023-11-15,250000,0.0233,750.0
C0983,Song_683,Lionsgate,10.0,0.0498,"IN,JP,DE",2023-03-06,2024-07-09,50000,0.0334,500.0
C0984,Song_684,Lionsgate,12.5,0.0476,"UK,FR,AU",2023-03-28,2024-06-01,50000,0.0316,500.0
C0985,Song_685,Warner Bros,17.3,0.0557,"IN,JP,DE",2023-11-14,2025-03-04,100000,0.0332,500.0
C0986,Song_686,Disney,13.9,0.0799,"UK,FR,AU",2023-05-09,2024-11-28,250000,0.0621,500.0
C0987,Song_687,Indie Label,15.0,0.0494,"US,CA",2023-03-24,2025-03-19,50000,0.0312,750.0
C0988,Song_688,Netflix Originals,16.8,0.0248,"UK,FR,AU",2023-05-24,2025-02-04,100000,0.017,750.0
C0989,Song_689,Netflix Originals,11.4,0.0291,"IN,BR",2023-12-29,2025-10-02,100000,0.0212,750.0
C0990,Song_690,A24,8.0,0.0553,"IN,BR",2023-01-09,2023-11-21,50000,0.0304,750.0
C0991,Song_691,Universal,13.4,0.0634,US,2023-07-31,2025-06-10,250000,0.0441,500.0
C0992,Song_692,MGM,11.6,0.078,"US,CA,UK",2023-03-05,2024-08-27,50000,0.0508,750.0
C0993,Song_693,Warner Bros,10.2,0.0359,"US,CA",2023-03-05,2024-12-17,50000,0.0216,500.0
C0994,Song_694,Paramount,16.1,0.0234,"US,CA,UK",2023-12-30,2025-06-28,50000,0.018,200.0
C0995,Song_695,MGM,10.1,0.0297,"JP,DE",2023-07-05,2024-02-07,50000,0.0236,750.0
C0996,Song_696,Lionsgate,9.9,0.0498,"JP,DE",2023-02-26,2024-06-04,250000,0.034,750.0
C0997,Song_697,Universal,9.3,0.0146,"US,CA,UK",2023-12-16,2024-12-09,250000,0.0085,200.0
C0998,Song_698,Lionsgate,14.1,0.0693,"UK,FR,AU",2023-05-21,2024-05-31,250000,0.0385,750.0
C0999,Song_699,Warner Bros,16.5,0.0549,"JP,DE",2023-01-02,2024-09-10,100000,0.0442,500.0
C1000,Song_700,A24,11.6,0.0185,"IN,JP,DE",2023-07-28,2024-10-30,50000,0.0128,750.0
